Name,Description,Genre
In Secret,"In 1860s Paris, a young woman, Therese, is trapped in a loveless marriage to the sickly Camille by her domineering aunt, Madame Raquin. She spends her days behind the counter of a small shop and her evenings watching Madame play dominos with an eclectic group. After she meets her husband’s alluring friend, Laurent, she embarks on an illicit affair that leads to tragic consequences. Based on Emile Zola’s novel, Thérèse Raquin.","Drama, Thriller, Crime, Romance"
Blitz: The Bombing of Coventry,"On 14 November 1940 the German Luftwaffe dropped so many bombs on Coventry that three guarters of the city was destroyed. Such was the devastation, the Germans coined a term to describe it - ""to coventrate"". This documentary explores the immediate aftermath of the attack, as panic gripped the city and half the population fled. But it also charts Coventry's remarkably rapid revival, and its role in the eventual ""coventration"" of Hamburg, Dresden and Berlin, that would ultimately bring Germany to its knees.",Documentary
The Passage of the Comet,"1986. In the waiting room of a clandestine abortion clinic, the receptionist, a patient and a accompanying await the passage of Halley's comet, while the doctor faces difficulties with one of the procedures.",Drama
Rain Man,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",Drama
Last Twilight in Phuket,"The story of Oh Aew's last day in Phuket. Teh will take him to places they will remember before traveling to Bangkok. A short film follow-up to part 1 of the series ""I Told Sunset About You"".",Drama
Baghead,"Following the death of her estranged father, Iris learns she has inherited a run-down, centuries-old pub. She travels to Berlin to identify her father’s body and meet with The Solicitor to discuss the estate. Little does she know, when the deed is signed she will become inextricably tied to an unspeakable entity that resides in the pub’s basement – Baghead – a shape-shifting creature that can transform into the dead.",Horror
Howling III: The Marsupials,"A strange race of human-like marsupials appear suddenly in Australia, and a sociologist who studies these creatures falls in love with a female one. Is this a dangerous combination?",Horror
Dreamer: Inspired By a True Story,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the mare and save it from being sacrificed by the owner.,"Drama, Family"
My Hero Academia: Heroes Rising,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.","Animation, Action, Fantasy, Adventure"
The Good Witch's Charm,"Good Witch Cassie Nightingale is back to her bewitching ways, but this time she’s also juggling a newborn daughter and her job as town Mayor. With such a busy schedule she and her husband, town sheriff Jake Russell, aren’t getting much sleep. Hoping for a break, Cassie plans a much needed vacation with her new family. But things go awry when a crime wave sweeps through town and an investigative reporter tries to ruin Cassie’s image after a video of her magically disappearing turns up on the internet.  To make matters worse, Cassie’s estranged foster mother appears in town and Cassie’s stepdaughter is suddenly accused of the recent robberies. Supported by her loyal family and friends, Cassie must rely on her signature charm to put a stop to the rumors before they completely destroy the town, and a Good Witch’s reputation!","TV Movie, Family, Fantasy"
The Boomerang,"Millionaire meat packer Peter Cameron, greedy for more money and power, maneuvers an alliance between his daughter Rose and George Gray, the son of Cameron's business rival Max Gray, in order to increase his control of the food industry. George, a lawyer, opposes the trust, and as a result is professionally ruined by Cameron, disinherited by his father, and jilted by his fiancée. Out on his own, George gets a job at a mill and starts at the bottom. When an epidemic breaks out among his fellow laborers due to their eating spoiled meat from the trust, George secures evidence of criminal practices which ultimately brings about the conviction of Cameron and the trust. In championing the rights of the downtrodden, George wins back Rose and reforms Cameron.",Drama
Everything In-Between: The Story of Ellipse,"Imogen Heap decamps to Maui, Hawaii in spring 2007 to start writing her third solo album. With only a video camera for company, she begins documenting its progress and doesn't stop until she's collected a Grammy Award for it. Aided by friend and film maker Justine Pearsall, every moment in the life cycle of the album is captured. From the writing trip; to her return to her family home to build a state of the art studio in her childhood playroom; to the songs themselves, their origins and journey to completion, This is an intimate and comprehensive portrait of the album and the artist. Including interviews with the people who know her best and appearances by Jeff Beck, Nitin Sawhney and Mika, Everything In-Between is part making of, part intimate diary confessional. A rare and inspiring insight into the life and work of a unique and exceptional artist and the creation of an acclaimed album. Filmed over three years and compiled from 374 hours of footage.","Documentary, Music"
Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"Science Fiction, Horror, Thriller"
Bo Burnham: Make Happy,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.","Comedy, Music"
